institution,publicflag,postsecondaryflag,yearsofcollegerequired,inststatus,postsecondaryprimary,activeflag,titleiveligible,admissionsmen,admissionswomen,admissionstotal,applicantsmen,applicantswomen,applicantstotal,enrolledmen,enrolledwomen,enrolledtotal,retentionrate_fulltime,retentionrate_parttime,studenttofacultyratio,associatesflag,bachelorsflag,mastersflag,phdresearchflag,phdproflag
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,12,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,0,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,1,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,0,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,1,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,1,0,0,0
Stevens-Henager College,1,1,-2,M,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,6,1,0,0,0,0
Stevens-The Institute of Business & Arts,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,0,45,10,1,1,0,0,0
Stevenson University,1,1,-2,A,1,1,1,1514,2211,3725,1735,2442,4177,286,386,672,80,45,15,0,1,1,0,0
Stevensons Academy of Hair Design,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,20,0,-2,-2,-2,-2
Stewart School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,83,45,13,0,-2,-2,-2,-2
Stillman College,1,1,-2,A,1,1,1,228,455,683,435,795,1230,49,73,122,56,100,18,0,1,0,0,0
Stockton University,1,1,-2,A,1,1,1,1941,3673,5614,2670,4592,7262,517,894,1411,85,50,18,0,1,1,1,1
Stone Academy-East Hartford,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,79,85,11,0,0,0,0,0
Stone Academy-Waterbury,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,74,73,10,0,0,0,0,0
Stone Academy-West Haven,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,90,10,0,0,0,0,0
Stone Child College,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,45,11,1,1,0,0,0
Stonehill College,1,1,-2,A,1,1,1,2065,2843,4908,3237,3880,7117,317,368,685,86,45,11,0,1,1,0,0
Stony Brook University,1,1,-2,A,1,1,1,8551,9587,18138,17200,19883,37083,1729,1593,3322,90,67,19,0,1,1,1,1
Strand College of Hair Design,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,90,45,20,0,-2,-2,-2,-2
Strand Institute of Beauty & Esthetics,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,30,9,9,0,-2,-2,-2,-2
Stratford School for Aviation Maintenance Technicians,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,18,0,0,0,0,0
Stratford University,1,1,3,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,78,63,9,1,1,1,0,0
Strayer University-Alabama,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,0,34,28,1,1,1,0,0
Strayer University-Arkansas,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,38,28,1,1,1,0,0
Strayer University-Delaware,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,41,28,1,1,1,0,0
Strayer University-District of Columbia,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,43,28,1,1,1,0,0
Strayer University-Florida,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,36,28,1,1,1,0,0
Strayer University-Georgia,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,36,35,28,1,1,1,0,0
Strayer University-Global Region,1,1,-2,A,1,1,2,589,-347,3247,2466,-1958,4481,814,17,1515,60,34,28,1,1,1,0,0
Strayer University-Maryland,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,40,28,1,1,1,0,0
Strayer University-Mississippi,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,31,28,1,1,1,0,0
Strayer University-New Jersey,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,33,33,28,1,1,1,0,0
Strayer University-North Carolina,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,33,37,28,1,1,1,0,0
Strayer University-Pennsylvania,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,40,32,28,1,1,1,0,0
Strayer University-South Carolina,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,36,28,1,1,1,0,0
Strayer University-Tennessee,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,50,32,28,1,1,1,0,0
Strayer University-Texas,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,33,36,28,1,1,1,0,0
Strayer University-Virginia,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,43,40,28,1,1,1,0,0
Strayer University-West Virginia,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,34,28,1,1,1,0,0
Studio Academy of Beauty,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,71,10,0,-2,-2,-2,-2
Studio Beauty School,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,10,0,-2,-2,-2,-2
Studio Incamminati,1,1,-2,A,1,1,1,589,-347,3247,0,0,0,814,17,1515,100,45,6,0,0,0,0,0
Studio Jewelers,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,10,0,-2,-2,-2,-2
Stylemaster College of Hair Design,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,90,45,15,0,-2,-2,-2,-2
Suffolk Beauty Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,0,6,0,-2,-2,-2,-2
Suffolk County Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,60,41,26,1,0,0,0,0
Suffolk University,1,1,-2,A,1,1,1,2530,4072,6602,3013,4673,7686,339,551,890,73,62,14,1,1,1,1,1
Sul Ross State University,1,1,-2,A,1,1,1,396,422,818,480,532,1012,108,105,213,52,45,11,0,1,1,0,0
Sullivan County Community College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,57,22,19,1,0,0,0,0
Sullivan University,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,10,1,1,1,1,1
SUM Bible College and Theological Seminary,1,1,-2,A,1,1,1,22,31,53,50,45,95,18,22,40,61,50,10,0,1,1,0,0
Summit Academy Opportunities Industrialization Center,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,14,0,-2,-2,-2,-2
Summit Christian College,1,1,-2,A,1,1,1,5,0,5,9,5,14,5,17,5,100,45,6,1,1,0,0,0
Summit College,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,83,45,30,0,-2,-2,-2,-2
Summit Salon Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,45,16,0,0,0,0,0
Summit Salon Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,45,16,0,-2,-2,-2,-2
Summit Salon Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,45,16,0,-2,-2,-2,-2
Summit Salon Academy,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,75,45,16,0,0,0,0,0
