institution,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff
Peirce College,12,10,3,0,0,PA,1,2,2,2,11,2,0,50,50,28,16,74,0,0,24
Peninsula College,0,0,0,46,0,WA,1,1,2,2,33,2,22,34,71,15,46,78,0,0,4
Pennsylvania Academy of the Fine Arts,16,2,1,0,0,PA,1,2,2,2,11,1,50,50,50,24,62,29,0,0,9
Pennsylvania College of Art and Design,0,2,12,0,0,PA,1,2,2,2,13,1,49,49,51,20,51,32,0,0,9
Pennsylvania College of Health Sciences,3,10,14,41,3,PA,1,2,2,2,21,2,100,100,100,16,66,76,0,0,11
Pennsylvania College of Technology,10,42,93,125,9,PA,1,1,2,2,13,2,42,52,55,6,47,321,0,0,18
Pennsylvania State University-College of Medicine,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Dickinson Law,166,182,201,56,19,PA,1,1,2,2,13,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Main Campus,166,182,201,56,19,PA,1,1,2,2,13,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Abington,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Altoona,166,182,201,56,19,PA,1,1,2,2,13,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Beaver,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Berks,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Brandywine,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State DuBois,166,182,201,56,19,PA,1,1,2,2,33,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Erie-Behrend College,166,182,201,56,19,PA,1,1,2,2,22,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Fayette- Eberly,166,182,201,56,19,PA,1,1,2,2,23,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Great Valley,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Greater Allegheny,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Harrisburg,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Hazleton,166,182,201,56,19,PA,1,1,2,2,23,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Lehigh Valley,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Mont Alto,166,182,201,56,19,PA,1,1,2,2,31,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State New Kensington,166,182,201,56,19,PA,1,1,2,2,41,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Schuylkill,166,182,201,56,19,PA,1,1,2,2,32,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Scranton,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Shenango,166,182,201,56,19,PA,1,1,2,2,21,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State Wilkes-Barre,166,182,201,56,19,PA,1,1,2,2,41,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-Penn State York,166,182,201,56,19,PA,1,1,2,2,22,-2,22,34,71,20,50,-149,-5,74,60
Pennsylvania State University-World Campus,166,182,201,56,19,PA,1,1,2,2,41,-2,22,34,71,20,50,-149,-5,74,60
Pensacola State College,38,29,26,58,10,FL,1,1,2,2,13,3,22,34,71,12,33,230,0,0,14
Pepperdine University,139,76,87,45,20,CA,1,2,2,2,21,3,80,87,89,20,89,541,0,0,229
Peru State College,10,10,21,11,0,NE,1,1,2,2,42,2,20,32,36,36,36,68,0,0,5
Pfeiffer University,14,33,40,1,0,NC,1,2,2,2,42,2,33,42,43,20,43,101,0,0,15
Philadelphia College of Osteopathic Medicine,67,68,67,9,0,PA,1,2,2,2,11,2,22,34,71,20,50,211,28,0,2
Philander Smith College,5,11,19,11,0,AR,1,2,1,2,12,1,25,31,34,20,34,59,0,0,10
Phillips School of Nursing at Mount Sinai Beth Israel,1,1,4,0,0,NY,1,2,2,2,11,1,100,100,100,20,100,21,0,0,1
Phillips Theological Seminary,3,3,5,1,0,OK,1,2,2,2,11,1,22,34,71,20,50,12,0,0,7
Phoenix Institute of Herbal Medicine & Acupuncture,166,182,201,56,19,AZ,1,3,2,2,11,1,22,34,71,20,50,10,0,0,4
Phoenix Seminary,4,1,1,0,0,AZ,1,2,2,2,11,1,22,34,71,20,50,13,0,0,4
Piedmont University,34,44,31,1,0,GA,1,2,2,2,32,2,38,43,43,20,43,184,0,0,12
Pierce College District,0,0,0,142,0,WA,1,1,2,2,13,3,22,34,71,20,32,227,0,0,13
Pikes Peak Community College,0,0,0,0,0,CO,1,1,2,2,21,4,22,34,71,20,17,347,0,0,9
Pillar College,4,4,6,0,0,NJ,1,2,2,2,11,1,12,12,28,20,25,43,0,0,25
Pima Medical Institute-Tucson,0,0,0,61,0,AZ,1,3,2,2,11,2,22,34,71,1,66,106,0,0,25
Pine Manor College,6,2,14,0,0,MA,1,2,2,2,21,1,16,21,23,20,25,40,1,0,10
Pioneer Pacific College,166,182,201,56,19,OR,1,3,2,2,13,-2,22,34,71,20,50,-149,-5,74,60
Pittsburg State University,114,62,48,53,0,KS,1,1,2,2,32,3,43,50,52,20,53,325,0,0,2
Pittsburgh Technical College,0,0,0,65,0,PA,1,2,2,2,41,2,22,34,71,8,59,88,0,9,12
Pittsburgh Theological Seminary,8,4,2,0,0,PA,1,2,2,2,11,1,22,34,71,20,50,14,0,0,0
Pitzer College,43,20,21,4,5,CA,1,2,2,2,21,1,75,81,83,20,83,96,0,0,47
Platt College-Anaheim,0,0,0,10,0,CA,1,3,2,2,11,1,22,34,71,20,50,24,0,0,17
Platt College-Aurora,0,0,0,10,0,CO,1,3,2,2,11,1,0,0,0,100,0,21,0,0,1
Platt College-Los Angeles,0,0,0,17,0,CA,1,3,2,2,21,1,22,34,71,20,71,42,0,0,23
Platt College-Miller-Motte-Wilmington,0,0,0,3,0,NC,1,3,2,2,12,2,23,23,23,3,17,56,0,0,18
Platt College-Ontario,0,0,0,17,0,CA,1,3,2,2,12,1,22,34,71,20,52,27,0,0,16
Platt College-Riverside,0,0,0,13,0,CA,1,3,2,2,11,1,22,34,71,20,65,28,0,0,15
Platt College-San Diego,0,0,0,6,0,CA,1,3,2,2,11,1,22,34,71,20,63,10,0,0,1
Plaza College,0,0,0,0,0,NY,1,3,2,2,11,1,22,34,71,7,68,40,0,0,0
Plymouth State University,69,49,36,0,30,NH,1,1,2,2,33,2,48,57,58,20,58,242,1,0,14
Point Loma Nazarene University,83,41,25,0,0,CA,1,2,2,2,11,2,65,71,72,23,72,230,0,0,58
Point Park University,60,38,29,0,12,PA,1,2,2,2,11,2,49,54,55,28,55,252,0,0,65
Point University,16,7,2,20,0,GA,1,2,2,2,32,2,23,29,29,20,33,142,0,0,25
Polk State College,0,0,0,0,0,FL,1,1,2,2,13,3,22,34,71,8,32,224,0,0,142
Polytechnic University of Puerto Rico-Miami,166,182,201,56,19,FL,1,2,2,2,13,1,100,100,100,20,100,8,0,0,4
Polytechnic University of Puerto Rico-Orlando,1,6,0,0,0,FL,1,2,2,2,21,1,100,100,100,20,100,16,1,0,12
Pomona College,91,51,33,0,0,CA,1,2,2,2,21,2,89,93,94,20,94,232,0,0,57
Ponce Health Sciences University-St Louis,1,4,6,0,0,MO,1,3,2,2,11,1,22,34,71,20,50,12,0,0,3
Pontifical College Josephinum,3,6,7,2,0,OH,1,2,2,2,11,1,47,47,47,20,58,23,0,0,0
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,2,3,13,1,0,DC,1,2,2,2,11,1,22,34,71,20,50,19,0,1,0
Pontifical John Paul II Institute for Studies on Marriage and Family,166,182,201,56,19,DC,1,2,2,2,11,1,22,34,71,20,50,9,2,0,0
Pope St John XXIII National Seminary,7,0,0,0,0,MA,1,2,2,2,21,1,22,34,71,20,50,16,0,0,0
Portland State University,212,209,172,149,0,OR,1,1,2,2,11,5,27,45,49,13,49,984,77,41,88
Post University,0,0,0,0,0,CT,1,3,2,2,22,4,18,26,27,20,25,370,0,0,522
Potomac State College of West Virginia University,10,9,8,25,0,WV,1,1,2,2,32,2,22,34,71,33,24,58,0,0,5
Prairie View A & M University,76,65,118,2,164,TX,1,1,1,2,32,3,14,31,37,33,37,453,31,50,12
Pratt Institute-Main,86,52,31,0,0,NY,1,2,2,2,11,2,53,69,72,10,71,462,0,0,55
Presbyterian College,42,32,26,1,0,SC,1,2,2,2,32,2,53,61,61,30,64,110,0,0,10
Prescott College,0,20,5,25,0,AZ,1,2,2,2,13,1,32,49,49,29,49,105,0,0,1
Presentation College,5,3,8,18,0,SD,1,2,2,2,33,1,36,44,45,25,47,42,0,0,9
Presidio Graduate School,2,0,0,0,0,CA,1,2,2,2,11,1,22,34,71,20,50,8,0,0,4
Princeton Theological Seminary,22,14,5,8,1,NJ,1,2,2,2,13,1,22,34,71,20,50,56,8,0,1
Princeton University,495,123,181,18,180,NJ,1,2,2,2,13,3,90,97,98,20,98,1066,0,0,76
Principia College,21,14,25,3,0,IL,1,2,2,2,41,1,60,73,75,20,75,67,0,0,7
Providence Christian College,1,2,1,0,0,CA,1,2,2,2,12,1,29,29,29,20,29,7,0,0,2
Providence College,69,104,115,15,0,RI,1,2,2,2,12,2,82,84,85,13,85,362,0,0,39
Provo College,0,0,0,12,0,UT,1,3,2,2,12,1,64,64,64,10,53,23,0,0,13
Provo College-Idaho Falls Campus,166,182,201,56,19,ID,1,3,2,2,13,1,22,34,71,20,50,2,0,0,0
Pueblo Community College,0,0,0,0,0,CO,1,1,2,2,12,3,22,34,71,8,21,158,0,0,60
Purdue University Fort Wayne,57,95,79,8,0,IN,1,1,2,2,11,3,19,34,38,20,40,408,0,17,15
Purdue University Global,0,0,0,0,0,IN,1,1,2,2,11,5,14,18,18,20,22,797,0,0,195
Purdue University Northwest,79,92,55,13,0,IN,1,1,2,2,21,3,22,36,42,20,42,313,1,39,15
Purdue University-Main Campus,814,474,523,3,0,IN,1,1,2,2,13,5,60,79,83,20,83,2161,519,285,499
Queens University of Charlotte,34,34,44,16,3,NC,1,2,2,2,11,2,50,56,57,20,57,185,0,0,32
Quincy University,9,15,27,2,0,IL,1,2,2,2,33,2,42,49,50,20,50,73,0,0,0
Quinnipiac University,134,146,115,13,0,CT,1,2,2,2,21,3,73,76,76,20,76,593,0,0,8
Rabbi Jacob Joseph School,166,182,201,56,19,NJ,1,2,2,2,21,1,0,0,0,100,0,5,0,0,0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,166,182,201,56,19,NY,1,2,2,2,11,1,0,7,32,25,32,15,0,0,0
Rabbinical College Beth Shraga,166,182,201,56,19,NY,1,2,2,2,21,1,0,0,5,25,75,4,0,0,0
Rabbinical College Bobover Yeshiva Bnei Zion,0,0,0,11,0,NY,1,2,2,2,11,1,0,89,89,20,89,14,0,0,8
Rabbinical College of America,0,0,0,18,0,NJ,1,2,2,2,21,1,5,19,22,16,22,19,0,0,0
Rabbinical College of Long Island,0,0,0,8,0,NY,1,2,2,2,21,1,22,34,71,20,50,8,0,0,0
Rabbinical College of Ohr Shimon Yisroel,166,182,201,56,19,NY,1,2,2,2,11,1,0,44,44,24,44,9,0,0,0
Rabbinical College Ohr Yisroel,166,182,201,56,19,NY,1,2,2,2,11,1,0,41,41,35,41,7,0,0,0
Rabbinical Seminary Mkor Chaim,166,182,201,56,19,NJ,1,2,2,2,21,1,0,0,0,75,0,5,0,0,0
Radford University,160,121,145,81,0,VA,1,1,2,2,23,4,40,54,56,33,56,590,0,0,48
Ramapo College of New Jersey,67,91,56,1,0,NJ,1,1,2,2,21,3,61,70,72,20,72,298,0,0,38
Randall University,0,0,0,0,0,OK,1,2,2,2,21,1,22,35,38,27,55,20,0,0,1
Randolph College,29,18,16,3,0,VA,1,2,2,2,13,1,52,55,56,22,56,67,0,0,3
Randolph-Macon College,49,28,21,18,0,VA,1,2,2,2,21,2,61,65,66,11,66,137,0,0,31
Ranken Technical College,0,0,0,108,0,MO,1,2,2,2,11,2,29,29,29,20,66,129,0,0,31
Rasmussen University-Florida,0,0,0,124,0,FL,1,3,2,2,13,3,35,35,35,20,40,502,0,0,137
Rasmussen University-Illinois,0,0,0,48,0,IL,1,3,2,2,12,2,100,100,100,20,31,80,0,0,58
Rasmussen University-Kansas,0,0,0,14,0,KS,1,3,2,2,41,1,22,34,71,20,50,25,0,0,11
Rasmussen University-Minnesota,0,0,0,90,0,MN,1,3,2,2,13,2,18,18,18,20,36,157,0,0,185
Rasmussen University-North Dakota,0,0,0,19,0,ND,1,3,2,2,12,1,22,34,71,20,42,30,0,0,14
Rasmussen University-Wisconsin,0,0,0,18,0,WI,1,3,2,2,12,1,50,50,50,20,43,30,0,0,19
Reconstructionist Rabbinical College,3,1,1,0,0,PA,1,2,2,2,21,1,22,34,71,20,50,6,0,0,3
Red Rocks Community College,0,0,0,98,0,CO,1,1,2,2,12,3,22,34,71,17,24,205,0,0,62
Reed College,61,34,31,0,0,OR,1,2,2,2,11,2,62,72,77,13,77,173,0,0,22
Reformed Presbyterian Theological Seminary,166,182,201,56,19,PA,1,2,2,2,11,-1,22,34,71,20,50,-149,-5,74,60
Reformed University,166,182,201,56,19,GA,1,2,2,2,21,1,100,100,100,20,100,13,0,0,2
Regent University,43,44,34,2,10,VA,1,2,2,2,11,4,50,59,61,20,61,150,0,0,167
Regis College,8,50,57,0,8,MA,1,2,2,2,21,2,58,63,64,24,64,203,0,0,57
Regis University,77,102,74,37,17,CO,1,2,2,2,11,3,56,66,67,20,67,461,0,0,5
Reinhardt University,16,13,38,5,2,GA,1,2,2,2,41,2,23,33,35,30,35,108,0,3,12
Reiss-Davis Graduate School,166,182,201,56,19,CA,1,2,2,2,11,1,22,34,71,20,50,2,0,0,0
Relay Graduate School of Education,0,2,107,3,0,NY,1,2,2,2,11,2,22,34,71,20,50,161,6,0,31
Remington College-Dallas Campus,0,0,0,0,0,TX,1,2,2,2,21,1,67,67,67,20,61,24,2,0,0
Remington College-Heathrow Campus,166,182,201,56,19,FL,1,2,2,2,21,1,31,33,34,20,26,8,0,0,0
Remington College-Memphis Campus,0,0,0,0,0,TN,1,2,2,2,11,1,58,58,58,20,37,27,0,0,0
Remington College-Mobile Campus,0,0,0,0,0,AL,1,2,2,2,12,1,22,34,71,20,49,17,0,0,0
Remington College-North Houston Campus,0,0,0,0,0,TX,1,2,2,2,11,1,78,78,78,20,46,13,0,0,0
Remington College-Shreveport Campus,0,0,0,0,0,LA,1,2,2,2,12,1,73,73,73,20,51,12,0,0,0
Rensselaer at Hartford,4,0,0,0,1,CT,1,2,2,2,12,1,22,34,71,20,50,8,0,0,3
Rensselaer Polytechnic Institute,173,76,57,0,103,NY,1,2,2,2,13,3,74,85,87,2,87,433,135,0,120
Renton Technical College,0,0,0,65,0,WA,1,1,2,2,12,2,22,34,71,9,57,110,0,0,9
Research College of Nursing,5,4,19,6,0,MO,1,3,2,2,11,1,22,34,71,20,50,34,0,0,7
Resurrection University,1,8,14,25,0,IL,1,2,2,2,11,1,22,34,71,20,50,48,0,0,16
Rhode Island College,119,118,82,0,0,RI,1,1,2,2,21,3,21,38,46,20,46,417,0,0,78
Rhode Island School of Design,66,60,55,0,0,RI,1,2,2,2,12,2,70,86,89,20,89,299,0,0,2
Rhodes College,40,69,69,4,0,TN,1,2,2,2,11,2,79,81,82,16,82,195,0,0,10
Rice University,310,109,123,14,140,TX,1,2,2,2,11,3,85,93,94,20,94,748,11,0,215
Richmont Graduate University,6,6,2,0,0,TN,1,2,2,2,12,1,22,34,71,20,50,22,0,10,15
Rider University,73,79,35,0,7,NJ,1,2,2,2,21,2,57,63,65,20,65,292,0,0,64
Ringling College of Art and Design,0,0,0,0,0,FL,1,2,2,2,13,2,72,77,78,20,78,139,0,0,17
Rio Hondo College,0,0,0,198,0,CA,1,1,2,2,21,4,22,34,71,3,21,322,0,0,27
Ripon College,18,22,9,3,0,WI,1,2,2,2,32,1,60,66,67,20,67,59,0,0,4
Riverside College of Health Careers,0,0,0,31,0,VA,1,2,2,2,12,1,22,34,71,20,100,36,0,0,0
Rivier University,8,12,26,12,0,NH,1,2,2,2,13,2,46,55,55,20,56,107,0,0,28
Roanoke College,51,52,29,0,0,VA,1,2,2,2,22,2,64,68,70,24,70,173,0,0,8
Robert Morris University,91,58,26,0,7,PA,1,2,2,2,21,2,55,68,69,19,69,252,0,0,38
Robert Morris University Illinois,166,182,201,56,19,IL,1,2,2,2,11,-2,22,34,71,20,50,-149,-5,74,60
Roberts Wesleyan College,38,24,21,0,3,NY,1,2,2,2,21,2,54,57,59,21,59,88,0,0,7
Rochester Institute of Technology,254,259,176,0,323,NY,1,2,2,2,21,4,26,65,73,20,71,1135,31,0,85
Rochester University,12,13,9,0,0,MI,1,2,2,2,21,2,25,41,42,20,42,67,0,0,21
Rockefeller University,35,16,19,0,0,NY,1,2,2,2,11,1,22,34,71,20,50,74,399,0,44
Rockford University,12,24,31,0,2,IL,1,2,2,2,12,2,31,44,46,20,46,107,0,0,0
Rockhurst University,37,34,61,8,7,MO,1,2,2,2,11,2,66,72,73,20,73,172,0,0,13
Rocky Mountain College,21,18,21,9,0,MT,1,2,2,2,12,2,35,51,52,20,53,78,0,0,11
Rocky Mountain College of Art and Design,8,15,28,6,0,CO,1,3,2,2,12,2,18,29,41,17,39,119,0,0,27
Rocky Mountain University of Health Professions,10,18,25,10,0,UT,1,3,2,2,12,2,22,34,71,20,50,67,3,0,35
Rocky Vista University,16,16,37,10,0,CO,1,3,2,2,21,2,22,34,71,20,50,94,1,0,22
Roger Williams University,97,56,35,0,4,RI,1,2,2,2,21,2,62,67,69,26,69,294,0,0,47
Roger Williams University School of Law,18,3,2,0,0,RI,1,2,2,2,21,1,22,34,71,20,50,34,0,0,2
Rogers State University,30,17,30,19,0,OK,1,1,2,2,31,2,23,31,35,28,25,129,0,0,3
Rollins College,73,59,50,0,24,FL,1,2,2,2,21,2,74,80,81,19,81,206,0,0,21
Roosevelt University,42,78,69,1,11,IL,1,2,2,2,11,2,40,50,52,17,42,362,0,0,110
Rosalind Franklin University of Medicine and Science,36,46,69,14,1,IL,1,2,2,2,21,2,22,34,71,20,50,229,2,0,10
Rose-Hulman Institute of Technology,72,61,53,1,0,IN,1,2,2,2,13,2,75,83,83,20,83,189,0,0,8
Roseman University of Health Sciences,4,44,72,3,0,NV,1,2,2,2,11,2,22,34,71,20,50,161,6,0,22
Rosemont College,2,12,14,0,0,PA,1,2,2,2,21,1,33,47,48,20,48,52,0,0,5
Rowan University,150,175,273,56,127,NJ,1,1,2,2,21,4,48,64,68,19,68,1137,0,0,10
Rush University,135,193,616,154,21,IL,1,2,2,2,11,2,22,34,71,20,50,1284,0,0,0
Russell Sage College,14,39,47,1,14,NY,1,2,2,2,13,2,53,61,62,20,62,121,0,0,25
Rust College,5,6,12,7,0,MS,1,2,1,2,32,1,14,16,19,20,20,45,0,0,9
Rutgers University-Camden,108,94,99,8,1,NJ,1,1,2,2,13,3,38,61,65,17,65,419,16,0,87
Rutgers University-New Brunswick,1113,831,1215,241,56,NJ,1,1,2,2,13,5,67,81,84,8,84,4145,864,52,445
Rutgers University-Newark,209,151,194,29,4,NJ,1,1,2,2,11,4,34,59,65,20,65,688,76,0,98
Sacred Heart Major Seminary,9,2,2,1,0,MI,1,2,2,2,11,1,33,33,100,20,100,27,0,0,8
Sacred Heart Seminary and School of Theology,2,2,4,1,0,WI,1,2,2,2,21,1,22,34,71,20,50,13,0,0,3
Sacred Heart University,48,98,133,24,30,CT,1,2,2,2,21,3,67,72,73,20,73,528,0,0,43
SAE Expression College,0,0,2,4,0,CA,1,3,2,2,21,1,2,2,44,20,44,14,0,0,2
SAE Institute of Technology-Nashville,0,0,0,6,0,TN,1,3,2,2,11,1,22,34,71,20,65,10,0,0,6
Saginaw Valley State University,107,93,52,2,17,MI,1,1,2,2,22,3,16,40,48,20,48,361,0,0,33
Saint Ambrose University,79,42,53,11,6,IA,1,2,2,2,12,2,57,63,64,35,64,233,0,0,23
Saint Anselm College,48,47,30,8,2,NH,1,2,2,2,22,2,81,83,84,20,84,167,0,0,25
Saint Augustine College,0,2,5,3,0,IL,1,2,2,2,11,1,100,100,100,20,46,38,0,0,37
Saint Augustine's University,4,13,40,3,0,NC,1,2,1,2,11,2,15,18,19,20,19,82,0,0,10
Saint Charles Borromeo Seminary-Overbrook,5,1,7,4,0,PA,1,2,2,2,21,1,54,54,54,20,54,25,0,0,4
Saint Cloud State University,184,75,108,14,0,MN,1,1,2,2,13,4,22,38,44,35,45,445,0,0,154
Saint Edward's University,42,62,51,4,3,TX,1,2,2,2,11,2,55,65,67,20,67,219,0,0,1
Saint Elizabeth University,15,8,29,6,0,NJ,1,2,2,2,21,2,43,50,51,33,51,107,0,0,13
Saint Francis University,32,37,31,10,0,PA,1,2,2,2,31,2,59,61,63,20,63,152,0,0,15
Saint John Fisher College,38,105,60,8,1,NY,1,2,2,2,21,2,65,71,72,20,72,278,0,0,31
Saint John's Seminary,0,0,0,0,0,MA,1,2,2,2,11,1,22,34,71,20,50,21,0,0,1
Saint Johns River State College,22,0,0,104,0,FL,1,1,2,2,32,3,22,34,71,16,42,217,0,0,12
Saint Johns University,40,41,38,12,0,MN,1,2,2,2,41,2,69,73,74,20,74,137,0,0,15
Saint Joseph Seminary College,17,0,0,0,0,LA,1,2,2,2,41,1,63,63,63,20,63,22,0,2,1
Saint Joseph's College of Maine,9,23,35,5,0,ME,1,2,2,2,41,2,54,59,59,20,59,122,0,0,18
Saint Joseph's University,77,81,62,48,0,PA,1,2,2,2,11,3,75,80,81,10,81,370,0,0,75
Saint Leo University,22,48,41,19,0,FL,1,2,2,2,23,3,35,46,48,33,50,348,0,0,70
Saint Louis Christian College,6,0,0,0,0,MO,1,2,2,2,21,1,22,56,56,18,55,12,0,0,4
Saint Louis University,345,382,457,55,0,MO,1,2,2,2,11,4,73,79,80,20,79,1411,75,73,15
Saint Luke's College of Health Sciences,166,182,201,56,19,MO,1,2,2,2,11,-2,22,34,71,20,50,-149,-5,74,60
Saint Martin's University,18,27,36,15,0,WA,1,2,2,2,13,2,50,59,61,30,61,128,0,0,39
Saint Mary's College,28,41,53,0,6,IN,1,2,2,2,21,2,78,80,81,11,81,163,0,0,16
Saint Mary's College of California,67,83,53,0,0,CA,1,2,2,2,21,2,63,71,73,20,73,412,0,0,2
Saint Mary's University of Minnesota,26,38,31,3,0,MN,1,2,2,2,32,3,59,61,62,20,62,229,0,0,13
Saint Mary-of-the-Woods College,7,17,14,7,8,IN,1,2,2,2,41,2,41,51,52,20,53,96,0,0,12
Saint Meinrad School of Theology,4,4,3,0,0,IN,1,2,2,2,43,1,22,34,71,20,50,12,0,0,0
Saint Michael's College,45,34,16,18,0,VT,1,2,2,2,22,2,72,74,75,20,75,137,0,2,3
Saint Norbert College,27,43,55,4,0,WI,1,2,2,2,22,2,69,72,72,23,73,138,0,0,8
Saint Peter's University,28,34,32,7,6,NJ,1,2,2,2,11,2,42,53,55,20,55,171,0,0,30
Saint Vincent College,28,38,30,6,0,PA,1,2,2,2,21,2,67,73,73,20,73,126,0,0,15
Saint Vincent de Paul Regional Seminary,7,2,5,0,0,FL,1,2,2,2,21,1,22,34,71,20,50,16,0,1,0
Saint Vincent Seminary,166,182,201,56,19,PA,1,2,2,2,21,1,22,34,71,20,50,6,0,0,0
Saint Vladimirs Orthodox Theological Seminary,3,0,2,1,0,NY,1,2,2,2,21,1,22,34,71,20,50,11,0,0,2
Saint Xavier University,27,39,24,4,29,IL,1,2,2,2,11,2,39,53,55,30,56,208,0,0,36
Salem College,8,21,10,0,0,NC,1,2,2,2,12,1,64,66,66,26,66,53,0,0,18
Salem State University,145,85,55,8,0,MA,1,1,2,2,21,3,43,57,59,20,59,420,0,0,110
Salem University,14,8,4,0,0,WV,1,3,2,2,42,2,23,23,23,23,32,42,0,0,14
Salisbury University,114,122,108,5,90,MD,1,1,2,2,23,3,50,66,69,24,69,503,0,0,6
Salish Kootenai College,0,0,0,71,0,MT,1,1,2,1,42,1,15,23,42,20,59,76,0,0,13
Salus University,8,20,50,8,0,PA,1,2,2,2,21,2,22,34,71,20,50,111,7,0,20
Salve Regina University,26,33,36,0,21,RI,1,2,2,2,21,2,73,75,76,20,76,167,0,0,30
Sam Houston State University,191,185,185,1,242,TX,1,1,2,2,32,5,34,53,58,23,58,875,0,20,79
Samford University,135,77,125,25,0,AL,1,2,2,2,21,3,66,75,77,20,77,400,0,0,0
Samuel Merritt University,22,22,90,46,0,CA,1,2,2,2,11,2,22,34,71,20,50,236,1,0,42
San Diego Christian College,1,2,8,2,0,CA,1,2,2,2,21,1,37,42,48,9,55,52,1,0,27
San Diego Global Knowledge University,166,182,201,56,19,CA,1,3,2,2,11,1,22,34,71,20,50,2,0,0,6
San Diego Mesa College,0,0,0,259,0,CA,1,1,2,2,11,5,22,34,71,14,29,413,0,0,15
San Diego State University,311,239,208,0,192,CA,1,1,2,2,11,5,47,71,76,2,76,1255,3,0,38
San Francisco Art Institute,3,9,3,0,0,CA,1,2,2,2,11,1,37,38,39,20,39,16,0,2,5
San Francisco Conservatory of Music,0,0,0,0,0,CA,1,2,2,2,11,1,64,64,69,20,69,36,0,1,11
San Francisco State University,352,173,184,0,128,CA,1,1,2,2,11,5,25,49,55,6,55,1115,10,0,38
San Ignacio University,166,182,201,56,19,FL,1,3,2,2,13,1,22,34,71,20,63,22,0,0,8
San Jacinto Community College,0,0,0,0,0,TX,1,1,2,2,21,5,22,34,71,13,27,776,0,0,76
San Joaquin College of Law,5,0,0,0,0,CA,1,2,2,2,21,1,22,34,71,20,50,14,0,1,0
San Joaquin Valley College-Visalia,0,0,0,41,0,CA,1,3,2,2,41,2,22,34,71,2,33,67,0,0,34
San Jose State University,285,143,277,0,177,CA,1,1,2,2,11,5,19,54,66,4,66,1247,0,0,41
Sanford Burnham Prebys Medical Discovery Institute,24,7,8,0,0,CA,1,2,2,2,11,1,22,34,71,20,50,39,342,148,2
SANS Technology Institute,166,182,201,56,19,MD,1,3,2,2,21,1,22,34,71,20,50,43,1,0,13
Santa Ana College,0,0,0,240,0,CA,1,1,2,2,11,5,22,34,71,6,29,446,0,0,34
Santa Barbara Business College-Bakersfield,0,0,0,4,0,CA,1,3,2,2,11,1,22,34,71,3,60,18,0,0,5
Santa Barbara Business College-Santa Maria,166,182,201,56,19,CA,1,3,2,2,12,1,22,34,71,20,71,2,0,0,0
Santa Clara University,146,151,103,0,185,CA,1,2,2,2,12,3,88,91,92,20,92,676,0,0,66
Santa Fe College,0,0,0,0,0,FL,1,1,2,2,22,4,22,34,71,14,53,384,0,0,16
Santa Monica College,0,0,0,327,0,CA,1,1,2,2,13,5,22,34,71,18,31,626,0,0,54
Sarah Lawrence College,0,0,0,0,0,NY,1,2,2,2,21,2,66,71,72,20,72,139,0,0,12
Savannah College of Art and Design,639,0,0,0,0,GA,1,2,2,2,12,4,58,71,73,14,73,677,0,0,22
